duration,episode,episode_reward,step
0.6259927749633789,1.0,0.0,256
0.4872870445251465,2.0,0.0,512
0.1964735984802246,3.0,0.0,768
0.26329731941223145,4.0,0.0,1024
0.27173805236816406,5.0,0.0,1280
0.20046257972717285,6.0,0.0,1536
0.20943951606750488,7.0,0.0,1792
0.1956348419189453,8.0,0.0,2048
0.18151593208312988,9.0,0.0,2304
0.176558256149292,10.0,0.0,2560
0.18746733665466309,11.0,0.0,2816
0.18949341773986816,12.0,0.0,3072
0.16156888008117676,13.0,0.0,3328
0.22340106964111328,14.0,0.0,3584
0.17755413055419922,15.0,0.0,3840
0.1671741008758545,16.0,0.0,4096
0.1765279769897461,17.0,0.0,4352
0.1735067367553711,18.0,0.0,4608
0.19450879096984863,19.0,0.0,4864
0.17450523376464844,20.0,0.0,5120
0.17353510856628418,21.0,0.0,5376
0.17453336715698242,22.0,0.0,5632
0.1745615005493164,23.0,0.0,5888
0.1765003204345703,24.0,0.0,6144
0.20348358154296875,25.0,0.0,6400
0.18248367309570312,26.0,0.0,6656
0.18350958824157715,27.0,0.0,6912
0.17752528190612793,28.0,0.0,7168
0.16655373573303223,29.0,0.0,7424
0.20644283294677734,30.0,0.0,7680
0.18447637557983398,31.0,0.0,7936
0.17515921592712402,32.0,0.0,8192
0.15857696533203125,33.0,0.0,8448
0.17057442665100098,34.0,0.0,8704
0.1663057804107666,35.0,0.0,8960
0.20647644996643066,36.0,0.0,9216
0.16951847076416016,37.0,0.0,9472
0.17553043365478516,38.0,0.0,9728
0.1715402603149414,39.0,0.0,9984
0.17353606224060059,40.0,0.0,10240
0.20248794555664062,41.0,0.0,10496
0.17250943183898926,42.0,0.0,10752
0.18051791191101074,43.0,0.0,11008
0.17253804206848145,44.0,0.0,11264
0.16655468940734863,45.0,0.0,11520
0.1685500144958496,46.0,0.0,11776
0.19547533988952637,47.0,0.0,12032
0.1795215606689453,48.0,0.0,12288
0.16060423851013184,49.0,0.0,12544
0.16523146629333496,50.0,0.0,12800
0.16356134414672852,51.0,0.0,13056
0.16558575630187988,52.0,0.0,13312
0.22140765190124512,53.0,0.0,13568
0.18251395225524902,54.0,0.0,13824
0.15957117080688477,55.0,0.0,14080
0.1625666618347168,56.0,0.0,14336
0.16259241104125977,57.0,0.0,14592
0.1765291690826416,58.0,0.0,14848
0.18650102615356445,59.0,0.0,15104
0.17553114891052246,60.0,0.0,15360
0.1715385913848877,61.0,0.0,15616
0.1655569076538086,62.0,0.0,15872
0.18351340293884277,63.0,0.0,16128
0.19647002220153809,64.0,0.0,16384
0.17852282524108887,65.0,0.0,16640
0.1685476303100586,66.0,0.0,16896
0.17211365699768066,67.0,0.0,17152
0.17752504348754883,68.0,0.0,17408
0.16456007957458496,69.0,0.0,17664
0.2154245376586914,70.0,0.0,17920
0.17652678489685059,71.0,0.0,18176
0.16356253623962402,72.0,0.0,18432
0.17253875732421875,73.0,0.0,18688
0.182511568069458,74.0,0.0,18944
0.2014627456665039,75.0,0.0,19200
0.18649959564208984,76.0,0.0,19456
0.1655569076538086,77.0,0.0,19712
0.16656088829040527,78.0,0.0,19968
0.16455364227294922,79.0,0.0,20224
0.18151450157165527,80.0,0.0,20480
0.20545053482055664,81.0,0.0,20736
0.17555904388427734,82.0,0.0,20992
0.16214394569396973,83.0,0.0,21248
0.16655278205871582,84.0,0.0,21504
0.1595449447631836,85.0,0.0,21760
0.17456626892089844,86.0,0.0,22016
0.1994647979736328,87.0,0.0,22272
0.17250776290893555,88.0,0.0,22528
0.17054414749145508,89.0,0.0,22784
0.17057156562805176,90.0,0.0,23040
0.17812514305114746,91.0,0.0,23296
0.19691085815429688,92.0,0.0,23552
0.1884937286376953,93.0,0.0,23808
0.18251299858093262,94.0,0.0,24064
0.18054437637329102,95.0,0.0,24320
0.16852021217346191,96.0,0.0,24576
0.165557861328125,97.0,0.0,24832
0.21047329902648926,98.0,0.0,25088
0.1834721565246582,99.0,0.0,25344
0.17217445373535156,100.0,0.0,25600
0.1655886173248291,101.0,0.0,25856
0.16555452346801758,102.0,0.0,26112
0.2064206600189209,103.0,0.0,26368
0.1715404987335205,104.0,0.0,26624
0.17054510116577148,105.0,0.0,26880
0.17054176330566406,106.0,0.0,27136
0.16159653663635254,107.0,0.0,27392
0.173537015914917,108.0,0.0,27648
0.2094101905822754,109.0,0.0,27904
0.17553067207336426,110.0,0.0,28160
0.1855325698852539,111.0,0.0,28416
0.16057133674621582,112.0,0.0,28672
0.17553091049194336,113.0,0.0,28928
0.1764683723449707,114.0,0.0,29184
0.1904888153076172,115.0,0.0,29440
0.17353463172912598,116.0,0.0,29696
0.16479730606079102,117.0,0.0,29952
0.17057228088378906,118.0,0.0,30208
0.17253851890563965,119.0,0.0,30464
0.19445037841796875,120.0,0.0,30720
0.19750070571899414,121.0,0.0,30976
0.18233585357666016,122.0,0.0,31232
0.17253923416137695,123.0,0.0,31488
0.17256736755371094,124.0,0.0,31744
0.16652655601501465,125.0,0.0,32000
0.2014601230621338,126.0,0.0,32256
0.17553186416625977,127.0,0.0,32512
0.1775527000427246,128.0,0.0,32768
0.17849469184875488,129.0,0.0,33024
0.17057228088378906,130.0,0.0,33280
0.21140646934509277,131.0,0.0,33536
0.18350934982299805,132.0,0.0,33792
0.16555500030517578,133.0,0.0,34048
0.17910146713256836,134.0,0.0,34304
0.17552947998046875,135.0,0.0,34560
0.190521240234375,136.0,0.0,34816
0.19544720649719238,137.0,0.0,35072
0.17253756523132324,138.0,0.0,35328
0.1735377311706543,139.0,0.0,35584
0.16259241104125977,140.0,0.0,35840
0.1625373363494873,141.0,0.0,36096
0.18350911140441895,142.0,0.0,36352
0.1874980926513672,143.0,0.0,36608
0.18051648139953613,144.0,0.0,36864
0.17453408241271973,145.0,0.0,37120
0.17057204246520996,146.0,0.0,37376
0.16606545448303223,147.0,0.0,37632
0.21140646934509277,148.0,0.0,37888
0.17655634880065918,149.0,0.0,38144
0.16353297233581543,150.0,0.0,38400
0.16054654121398926,151.0,0.0,38656
0.16353249549865723,152.0,0.0,38912
0.17552947998046875,153.0,0.0,39168
0.20644855499267578,154.0,0.0,39424
0.17852258682250977,155.0,0.0,39680
0.1795203685760498,156.0,0.0,39936
0.18251276016235352,157.0,0.0,40192
0.17054152488708496,158.0,0.0,40448
0.18650126457214355,159.0,0.0,40704
0.1904900074005127,160.0,0.0,40960
0.1765270233154297,161.0,0.0,41216
0.17256927490234375,162.0,0.0,41472
0.16253185272216797,163.0,0.0,41728
0.16954636573791504,164.0,0.0,41984
0.20046424865722656,165.0,0.0,42240
0.16954612731933594,166.0,0.0,42496
0.17223620414733887,167.0,0.0,42752
0.1655569076538086,168.0,0.0,43008
0.17057251930236816,169.0,0.0,43264
0.17154169082641602,170.0,0.0,43520
0.20744562149047852,171.0,0.0,43776
0.17949199676513672,172.0,0.0,44032
0.1685483455657959,173.0,0.0,44288
0.1855030059814453,174.0,0.0,44544
0.18351030349731445,175.0,0.0,44800
0.1964735984802246,176.0,0.0,45056
0.18051719665527344,177.0,0.0,45312
0.16620755195617676,178.0,0.0,45568
0.16159987449645996,179.0,0.0,45824
0.16455554962158203,180.0,0.0,46080
0.17353582382202148,181.0,0.0,46336
0.22436904907226562,182.0,0.0,46592
0.1765284538269043,183.0,0.0,46848
0.17229723930358887,184.0,0.0,47104
0.17054367065429688,185.0,0.0,47360
0.17054390907287598,186.0,0.0,47616
0.2014610767364502,187.0,0.0,47872
0.18051743507385254,188.0,0.0,48128
0.17054367065429688,189.0,0.0,48384
0.176527738571167,190.0,0.0,48640
0.1715412139892578,191.0,0.0,48896
0.1685502529144287,192.0,0.0,49152
0.201460599899292,193.0,0.0,49408
0.18051648139953613,194.0,0.0,49664
0.16455960273742676,195.0,0.0,49920
0.16057205200195312,196.0,0.0,50176
0.1655569076538086,197.0,0.0,50432
0.16957569122314453,198.0,0.0,50688
0.21043705940246582,199.0,0.0,50944
0.16156721115112305,200.0,0.0,51200
0.16309738159179688,201.0,0.0,51456
0.17752647399902344,202.0,0.0,51712
0.17020726203918457,203.0,0.0,51968
0.18151617050170898,204.0,0.0,52224
0.20245766639709473,205.0,0.0,52480
0.18353867530822754,206.0,0.0,52736
0.17453551292419434,207.0,0.0,52992
0.17250633239746094,208.0,0.0,53248
0.16758251190185547,209.0,0.0,53504
0.20342612266540527,210.0,0.0,53760
0.17852258682250977,211.0,0.0,54016
0.1625661849975586,212.0,0.0,54272
0.17552971839904785,213.0,0.0,54528
0.18949365615844727,214.0,0.0,54784
0.19447898864746094,215.0,0.0,55040
0.18450474739074707,216.0,0.0,55296
0.1685490608215332,217.0,0.0,55552
0.1614665985107422,218.0,0.0,55808
0.16060137748718262,219.0,0.0,56064
0.17453360557556152,220.0,0.0,56320
0.2124314308166504,221.0,0.0,56576
0.18151497840881348,222.0,0.0,56832
0.1795196533203125,223.0,0.0,57088
0.16655397415161133,224.0,0.0,57344
0.2044539451599121,225.0,0.0,57600
0.1984691619873047,226.0,0.0,57856
0.18949341773986816,227.0,0.0,58112
0.1797478199005127,228.0,0.0,58368
0.16510248184204102,229.0,0.0,58624
0.18051862716674805,230.0,0.0,58880
0.1715402603149414,231.0,0.0,59136
0.20345497131347656,232.0,0.0,59392
0.18051695823669434,233.0,0.0,59648
0.17232656478881836,234.0,0.0,59904
0.16453099250793457,235.0,0.0,60160
0.18148398399353027,236.0,0.0,60416
0.1785566806793213,237.0,0.0,60672
0.19245171546936035,238.0,0.0,60928
0.1685500144958496,239.0,0.0,61184
0.17655706405639648,240.0,0.0,61440
0.15958428382873535,241.0,0.0,61696
0.16156768798828125,242.0,0.0,61952
0.19943857192993164,243.0,0.0,62208
0.17552947998046875,244.0,0.0,62464
0.18154430389404297,245.0,0.0,62720
0.1685495376586914,246.0,0.0,62976
0.16353273391723633,247.0,0.0,63232
0.17555928230285645,248.0,0.0,63488
0.20043587684631348,249.0,0.0,63744
0.1765291690826416,250.0,0.0,64000
0.1841106414794922,251.0,0.0,64256
0.18849658966064453,252.0,0.0,64512
0.1685490608215332,253.0,0.0,64768
0.18949246406555176,254.0,0.0,65024
0.1874990463256836,255.0,0.0,65280
0.17253851890563965,256.0,0.0,65536
0.16655445098876953,257.0,0.0,65792
0.16455912590026855,258.0,0.0,66048
0.17520689964294434,259.0,0.0,66304
0.20043468475341797,260.0,0.0,66560
0.17852187156677246,261.0,0.0,66816
0.18151497840881348,262.0,0.0,67072
0.1735386848449707,263.0,0.0,67328
0.16854596138000488,264.0,0.0,67584
0.17415666580200195,265.0,0.0,67840
0.20644736289978027,266.0,0.0,68096
0.17752647399902344,267.0,0.0,68352
0.17124652862548828,268.0,0.0,68608
0.17054390907287598,269.0,0.0,68864
0.1765275001525879,270.0,0.0,69120
0.21439719200134277,271.0,0.0,69376
0.17453360557556152,272.0,0.0,69632
0.18251252174377441,273.0,0.0,69888
0.17855310440063477,274.0,0.0,70144
0.1685492992401123,275.0,0.0,70400
0.1655278205871582,276.0,0.0,70656
0.2094409465789795,277.0,0.0,70912
0.17552900314331055,278.0,0.0,71168
0.19248437881469727,279.0,0.0,71424
0.1765289306640625,280.0,0.0,71680
0.1765575408935547,281.0,0.0,71936
0.20940923690795898,282.0,0.0,72192
0.18949508666992188,283.0,0.0,72448
0.17319679260253906,284.0,0.0,72704
0.17151260375976562,285.0,0.0,72960
0.17054271697998047,286.0,0.0,73216
0.18450713157653809,287.0,0.0,73472
0.20245981216430664,288.0,0.0,73728
0.1795203685760498,289.0,0.0,73984
0.1715388298034668,290.0,0.0,74240
0.1735365390777588,291.0,0.0,74496
0.18852496147155762,292.0,0.0,74752
0.20741510391235352,293.0,0.0,75008
0.18051743507385254,294.0,0.0,75264
0.17054438591003418,295.0,0.0,75520
0.17456388473510742,296.0,0.0,75776
0.17350554466247559,297.0,0.0,76032
0.19747066497802734,298.0,0.0,76288
0.1984696388244629,299.0,0.0,76544
0.17253851890563965,300.0,0.0,76800
0.17815947532653809,301.0,0.0,77056
0.17555809020996094,302.0,0.0,77312
0.16954922676086426,303.0,0.0,77568
0.21140241622924805,304.0,0.0,77824
0.1874985694885254,305.0,0.0,78080
0.1715409755706787,306.0,0.0,78336
0.1745622158050537,307.0,0.0,78592
0.16353487968444824,308.0,0.0,78848
0.1905219554901123,309.0,0.0,79104
0.19744133949279785,310.0,0.0,79360
0.17054200172424316,311.0,0.0,79616
0.17855405807495117,312.0,0.0,79872
0.1715095043182373,313.0,0.0,80128
0.17313170433044434,314.0,0.0,80384
0.2074446678161621,315.0,0.0,80640
0.1825394630432129,316.0,0.0,80896
0.1681969165802002,317.0,0.0,81152
0.18054533004760742,318.0,0.0,81408
0.18141555786132812,319.0,0.0,81664
0.1933441162109375,320.0,0.0,81920
0.19245481491088867,321.0,0.0,82176
0.1765289306640625,322.0,0.0,82432
0.17555832862854004,323.0,0.0,82688
0.18048715591430664,324.0,0.0,82944
0.17057394981384277,325.0,0.0,83200
0.22237539291381836,326.0,0.0,83456
0.19647526741027832,327.0,0.0,83712
0.18350839614868164,328.0,0.0,83968
0.17356538772583008,329.0,0.0,84224
0.16852068901062012,330.0,0.0,84480
0.19151616096496582,331.0,0.0,84736
0.20542192459106445,332.0,0.0,84992
0.18151450157165527,333.0,0.0,85248
0.18917202949523926,334.0,0.0,85504
0.18054509162902832,335.0,0.0,85760
0.18251299858093262,336.0,0.0,86016
0.21143388748168945,337.0,0.0,86272
0.1825118064880371,338.0,0.0,86528
0.17421221733093262,339.0,0.0,86784
0.2063465118408203,340.0,0.0,87040
0.2014603614807129,341.0,0.0,87296
0.21741938591003418,342.0,0.0,87552
0.17256927490234375,343.0,0.0,87808
0.17051315307617188,344.0,0.0,88064
0.17553019523620605,345.0,0.0,88320
0.17256689071655273,346.0,0.0,88576
0.20342588424682617,347.0,0.0,88832
0.19431114196777344,348.0,0.0,89088
0.17214536666870117,349.0,0.0,89344
0.18450498580932617,350.0,0.0,89600
0.1605701446533203,351.0,0.0,89856
0.1655902862548828,352.0,0.0,90112
0.22636175155639648,353.0,0.0,90368
0.18051719665527344,354.0,0.0,90624
0.1825406551361084,355.0,0.0,90880
0.16752386093139648,356.0,0.0,91136
0.17356133460998535,357.0,0.0,91392
0.225372314453125,358.0,0.0,91648
0.18652892112731934,359.0,0.0,91904
0.17055010795593262,360.0,0.0,92160
0.16455340385437012,361.0,0.0,92416
0.17531919479370117,362.0,0.0,92672
0.19237565994262695,363.0,0.0,92928
0.19943642616271973,364.0,0.0,93184
0.1735367774963379,365.0,0.0,93440
0.16742730140686035,366.0,0.0,93696
0.17450451850891113,367.0,0.0,93952
0.16224169731140137,368.0,0.0,94208
0.2044532299041748,369.0,0.0,94464
0.1745622158050537,370.0,0.0,94720
0.1785271167755127,371.0,0.0,94976
0.1824779510498047,372.0,0.0,95232
0.17353582382202148,373.0,0.0,95488
0.17054367065429688,374.0,0.0,95744
0.19348382949829102,375.0,0.0,96000
0.1745617389678955,376.0,0.0,96256
0.17453241348266602,377.0,0.0,96512
0.18048763275146484,378.0,0.0,96768
0.182542085647583,379.0,0.0,97024
0.21339941024780273,380.0,0.0,97280
0.1904900074005127,381.0,0.0,97536
0.1761469841003418,382.0,0.0,97792
0.17353367805480957,383.0,0.0,98048
0.17054367065429688,384.0,0.0,98304
0.18650341033935547,385.0,0.0,98560
0.21143269538879395,386.0,0.0,98816
0.19750022888183594,387.0,0.0,99072
0.17250990867614746,388.0,0.0,99328
0.17254018783569336,389.0,0.0,99584
0.17831206321716309,390.0,0.0,99840
0.20245647430419922,391.0,0.0,100096
0.18453574180603027,392.0,0.0,100352
0.18348073959350586,393.0,0.0,100608
0.17353558540344238,394.0,0.0,100864
0.18054676055908203,395.0,0.0,101120
0.19644737243652344,396.0,0.0,101376
0.20943737030029297,397.0,0.0,101632
0.18051719665527344,398.0,0.0,101888
0.1811976432800293,399.0,0.0,102144
0.17453360557556152,400.0,0.0,102400
0.1765284538269043,401.0,0.0,102656
0.21741795539855957,402.0,0.0,102912
0.19148707389831543,403.0,0.0,103168
0.176527738571167,404.0,0.0,103424
0.18151497840881348,405.0,0.0,103680
0.17752528190612793,406.0,0.0,103936
0.22140741348266602,407.0,0.0,104192
0.19448089599609375,408.0,0.0,104448
0.18949222564697266,409.0,0.0,104704
0.1685788631439209,410.0,0.0,104960
0.16456031799316406,411.0,0.0,105216
0.20744538307189941,412.0,0.0,105472
0.19547653198242188,413.0,0.0,105728
0.17852282524108887,414.0,0.0,105984
0.17611002922058105,415.0,0.0,106240
0.1795179843902588,416.0,0.0,106496
0.1715409755706787,417.0,0.0,106752
0.21841669082641602,418.0,0.0,107008
0.17655587196350098,419.0,0.0,107264
0.17852330207824707,420.0,0.0,107520
0.16954684257507324,421.0,0.0,107776
0.1741163730621338,422.0,0.0,108032
0.21043753623962402,423.0,0.0,108288
0.1765592098236084,424.0,0.0,108544
0.21239972114562988,425.0,0.0,108800
0.2343742847442627,426.0,0.0,109056
0.2184152603149414,427.0,0.0,109312
0.2622981071472168,428.0,0.0,109568
0.2234020233154297,429.0,0.0,109824
0.2409060001373291,430.0,0.0,110080
0.18749785423278809,431.0,0.0,110336
0.20245981216430664,432.0,0.0,110592
0.18053698539733887,433.0,0.0,110848
0.18149471282958984,434.0,0.0,111104
0.185532808303833,435.0,0.0,111360
0.17550134658813477,436.0,0.0,111616
0.17755436897277832,437.0,0.0,111872
0.21340060234069824,438.0,0.0,112128
0.18350911140441895,439.0,0.0,112384
0.17057299613952637,440.0,0.0,112640
0.17151141166687012,441.0,0.0,112896
0.16646361351013184,442.0,0.0,113152
0.21043777465820312,443.0,0.0,113408
0.18154311180114746,444.0,0.0,113664
0.16752266883850098,445.0,0.0,113920
0.17264723777770996,446.0,0.0,114176
0.1655569076538086,447.0,0.0,114432
0.17353510856628418,448.0,0.0,114688
0.2064507007598877,449.0,0.0,114944
0.18749713897705078,450.0,0.0,115200
0.17453312873840332,451.0,0.0,115456
0.16954469680786133,452.0,0.0,115712
0.16954731941223145,453.0,0.0,115968
0.198500394821167,454.0,0.0,116224
0.17549991607666016,455.0,0.0,116480
0.18550372123718262,456.0,0.0,116736
0.17257332801818848,457.0,0.0,116992
0.17549633979797363,458.0,0.0,117248
0.17453336715698242,459.0,0.0,117504
0.21143460273742676,460.0,0.0,117760
0.18351078033447266,461.0,0.0,118016
0.18039417266845703,462.0,0.0,118272
0.17054414749145508,463.0,0.0,118528
0.17154145240783691,464.0,0.0,118784
0.1964864730834961,465.0,0.0,119040
0.1795063018798828,466.0,0.0,119296
0.17556071281433105,467.0,0.0,119552
0.17553234100341797,468.0,0.0,119808
0.17851996421813965,469.0,0.0,120064
0.17151379585266113,470.0,0.0,120320
0.19846773147583008,471.0,0.0,120576
0.19946742057800293,472.0,0.0,120832
0.1874985694885254,473.0,0.0,121088
0.17257142066955566,474.0,0.0,121344
0.1765272617340088,475.0,0.0,121600
0.20011663436889648,476.0,0.0,121856
0.19148850440979004,477.0,0.0,122112
0.1765286922454834,478.0,0.0,122368
0.18021130561828613,479.0,0.0,122624
0.18547415733337402,480.0,0.0,122880
0.18051910400390625,481.0,0.0,123136
0.2184150218963623,482.0,0.0,123392
0.17256903648376465,483.0,0.0,123648
0.16954421997070312,484.0,0.0,123904
0.16852164268493652,485.0,0.0,124160
0.16455960273742676,486.0,0.0,124416
0.2124319076538086,487.0,0.0,124672
0.17553043365478516,488.0,0.0,124928
0.18653297424316406,489.0,0.0,125184
0.18148112297058105,490.0,0.0,125440
0.16359186172485352,491.0,0.0,125696
0.17450380325317383,492.0,0.0,125952
0.21741938591003418,493.0,0.0,126208
0.1825113296508789,494.0,0.0,126464
0.17526555061340332,495.0,0.0,126720
0.17653250694274902,496.0,0.0,126976
0.1730515956878662,497.0,0.0,127232
0.20248842239379883,498.0,0.0,127488
0.17749619483947754,499.0,0.0,127744
0.1885240077972412,500.0,0.0,128000
0.18048787117004395,501.0,0.0,128256
0.20345592498779297,502.0,0.0,128512
0.2291562557220459,503.0,0.0,128768
0.1874992847442627,504.0,0.0,129024
0.17250919342041016,505.0,0.0,129280
0.18051862716674805,506.0,0.0,129536
0.1785573959350586,507.0,0.0,129792
0.16355657577514648,508.0,0.0,130048
0.19447898864746094,509.0,0.0,130304
0.18450593948364258,510.0,0.0,130560
0.17307734489440918,511.0,0.0,130816
0.1795485019683838,512.0,0.0,131072
0.17151117324829102,513.0,0.0,131328
0.1934828758239746,514.0,0.0,131584
0.2044534683227539,515.0,0.0,131840
0.1904892921447754,516.0,0.0,132096
0.1655576229095459,517.0,0.0,132352
0.18949294090270996,518.0,0.0,132608
0.16458916664123535,519.0,0.0,132864
0.2044544219970703,520.0,0.0,133120
0.1665818691253662,521.0,0.0,133376
0.17154264450073242,522.0,0.0,133632
0.16054010391235352,523.0,0.0,133888
0.18055272102355957,524.0,0.0,134144
0.20940399169921875,525.0,0.0,134400
0.18051815032958984,526.0,0.0,134656
0.17453289031982422,527.0,0.0,134912
0.1800858974456787,528.0,0.0,135168
0.17752480506896973,529.0,0.0,135424
0.17303872108459473,530.0,0.0,135680
0.20844125747680664,531.0,0.0,135936
0.17356562614440918,532.0,0.0,136192
0.16752243041992188,533.0,0.0,136448
0.17054486274719238,534.0,0.0,136704
0.1655559539794922,535.0,0.0,136960
0.18251395225524902,536.0,0.0,137216
0.1964733600616455,537.0,0.0,137472
0.17054295539855957,538.0,0.0,137728
0.18254709243774414,539.0,0.0,137984
0.17053723335266113,540.0,0.0,138240
0.17151355743408203,541.0,0.0,138496
0.22838711738586426,542.0,0.0,138752
0.18650269508361816,543.0,0.0,139008
0.17616963386535645,544.0,0.0,139264
0.1764993667602539,545.0,0.0,139520
0.1715691089630127,546.0,0.0,139776
0.20043611526489258,547.0,0.0,140032
0.23038315773010254,548.0,0.0,140288
0.16954731941223145,549.0,0.0,140544
0.17356300354003906,550.0,0.0,140800
